Credit	Reference	doi	Class	Subclass	Superorder	Order	Suborder	Family	Genus	Species	Species_binomial	Group	Diet_full	Functional_group	Habitat	Mass_dry_full	Mass_log10	C_mean	N_mean	P_mean	CN_ratio	CP_ratio	NP_ratio	Organism_source	Stoichio_analysis	Nitrogen_calc_from_prot	Staff
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Nematocera	Limoniidae	Epiphragma	ocellare	Epiphragma ocellare	Invert	D	Invert D	Terrestrial	0.0028	-2.55284196865778	47.75	10.3	0.7	5.42	199.3	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	NA	Limonia	NA	Limonia	Invert	D	Invert D	Terrestrial	0.00105	-2.97881070093006	49.55	11.4	0.99	5.08	146.5	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	NA	Limonia	quadrionotula	Limonia quadrionotula	Invert	D	Invert D	Terrestrial	0.00539	-2.26841123481326	NA	NA	0.43	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	NA	Limonia	sexpunctata	Limonia sexpunctata	Invert	D	Invert D	Terrestrial	0.00173	-2.7619538968712	NA	NA	1	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	NA	Limnophila	ferruginea	Limnophila ferruginea	Invert	D	Invert D	Terrestrial	0.00273	-2.56383735295924	47.66	12.5	1.02	4.43	136.2	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	Lonchopteridae 	NA	NA	NA	Invert	H	Invert H	Terrestrial	0.00028	-3.55284196865778	NA	NA	0.92	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Micropezidae	Calobata	NA	Calobata	Invert	C	Invert C	Terrestrial	0.00047	-3.32790214206428	46.89	9.41	1.3	5.81	104.9	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Micropezidae	Calobata	NA	Calobata	Invert	C	Invert C	Terrestrial	0.00195	-2.70996538863748	44.3	10.9	NA	4.75	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Muscidae	Coenosia	NA	Coenosia	Invert	D	Invert D	Terrestrial	0.00028	-3.55284196865778	49.96	11.5	0.65	5.08	223.2	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Muscidae	Lispocephala	erythrocera	Lispocephala erythrocera	Invert	D	Invert D	Terrestrial	0.00116	-2.93554201077308	NA	NA	1.03	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Muscidae	Mesembrina	meridiana	Mesembrina meridiana	Invert	D	Invert D	Terrestrial	0.02575	-1.58922276662279	NA	NA	0.93	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Muscidae	Musca	domestica	Musca domestica	Invert	D	Invert D	Terrestrial	0.00854	-2.06854212931099	NA	NA	0.31	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	NA	Orthellia	caesarion	Orthellia caesarion	Invert	D	Invert D	Terrestrial	0.00434	-2.36251027048749	NA	NA	0.76	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Muscidae	Phaonia	NA	Phaonia	Invert	D	Invert D	Terrestrial	0.01391	-1.85667287000795	45.65	12.3	0.91	4.34	145.7	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Opomyzidae	Opomyza	florum	Opomyza florum	Invert	H	Invert H	Terrestrial	0.00094	-3.0268721464003	51.31	10.3	0.68	5.8	219.3	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	Pipunculidae	NA	NA	NA	Invert	H	Invert H	Terrestrial	0.0008	-3.09691001300806	40.31	7.83	0.86	6.01	136	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Psilidae	Psila	NA	Psila	Invert	H	Invert H	Terrestrial	0.0004	-3.39794000867204	NA	NA	1.2	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	Psychodidae	NA	NA	NA	Invert	D	Invert D	Terrestrial	0.00015	-3.82390874094432	NA	NA	1.54	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Rhagionidae	Chrysopilus	auratus	Chrysopilus auratus	Invert	H	Invert H	Terrestrial	0.00192	-2.71669877129645	NA	NA	1.05	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Rhagionidae	Rhagio	notatus	Rhagio notatus	Invert	H	Invert H	Terrestrial	0.00092	-3.03621217265444	43.89	9.53	1.03	5.37	123.8	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Rhinophoridae	Paykullia	maculata	Paykullia maculata	Invert	H	Invert H	Terrestrial	0.0031	-2.50863830616573	40.12	9.01	0.72	5.19	162.6	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Rhinophoridae	Rhinophora	lepida	Rhinophora lepida	Invert	H	Invert H	Terrestrial	0.00269	-2.57024771999759	37.07	7.41	0.74	5.84	146.6	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	Sarcophagidae	NA	NA	NA	Invert	D	Invert D	Terrestrial	0.01313	-1.88173527391052	NA	NA	0.87	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	NA	Scatophaga	stercoraria	Scatophaga stercoraria	Invert	C	Invert C	Terrestrial	0.01098	-1.95939765988593	44.41	10.7	0.73	4.82	178	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	Scatopsidae	NA	NA	NA	Invert	H	Invert H	Terrestrial	0.00029	-3.53760200210104	43.61	11.5	0.59	4.41	215.2	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Nematocera	Sciaridae	Bradysia	nitidicollis	Bradysia nitidicollis	Invert	D	Invert D	Terrestrial	0.00029	-3.53760200210104	48.26	11.3	1.48	4.99	95.28	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Sciomyzidae	Dictya	umbrarum	Dictya umbrarum	Invert	C	Invert C	Terrestrial	0.00249	-2.60380065290426	50.67	11	NA	5.35	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Sciomyzidae	Pherbina	coryleti	Pherbina coryleti	Invert	C	Invert C	Terrestrial	0.00552	-2.2580609222708	NA	NA	0.28	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Sciomyzidae	Tetanocera	robusta	Tetanocera robusta	Invert	C	Invert C	Terrestrial	0.00417	-2.37986394502624	41.37	11.4	0.43	4.25	283.3	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Sciomyzidae	Trypetoptera	punctulata	Trypetoptera punctulata	Invert	C	Invert C	Terrestrial	0.00146	-2.83564714421556	NA	NA	0.85	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Sepsidae	Sepsis	NA	Sepsis	Invert	D	Invert D	Terrestrial	0.00045	-3.34678748622466	NA	NA	0.76	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Sepsidae	Themira	leachi	Themira leachi	Invert	D	Invert D	Terrestrial	0.0008	-3.09691001300806	NA	NA	0.97	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Nematocera	Chironomidae	Chilenomyia	NA	Chilenomyia	Invert	H	Invert H	Terrestrial	0.00321	-2.49349496759513	45.46	9.15	NA	5.79	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Stratiomyidae	Microchrysa	NA	Microchrysa	Invert	H	Invert H	Terrestrial	0.00093	-3.03151705144606	NA	NA	0.94	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Stratiomyidae	Nemotelus	pantherinus	Nemotelus pantherinus	Invert	H	Invert H	Terrestrial	0.00114	-2.94309514866353	40.51	10.1	0.87	4.7	136.2	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Baccha	elongata	Baccha elongata	Invert	H	Invert H	Terrestrial	0.00074	-3.13076828026902	NA	NA	1.11	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Cheilosia	scutellata	Cheilosia scutellata	Invert	H	Invert H	Terrestrial	0.00419	-2.3777859770337	46.43	12.1	0.64	4.49	212.8	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Cheilosia	variabilis	Cheilosia variabilis	Invert	H	Invert H	Terrestrial	0.00239	-2.62160209905186	45.85	9.7	NA	5.51	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Chrysotoxum	arcuatum	Chrysotoxum arcuatum	Invert	H	Invert H	Terrestrial	0.01642	-1.78462684721658	49.94	8.8	0.6	6.62	244.2	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Eristalis	cryptarum	Eristalis cryptarum	Invert	H	Invert H	Terrestrial	0.02091	-1.67964596718233	48.12	9.89	0.55	5.69	253.8	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Episyrphus	balteatus	Episyrphus balteatus	Invert	H	Invert H	Terrestrial	0.00477	-2.32148162095989	NA	NA	0.49	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Eristalinus	sepulchralis	Eristalinus sepulchralis	Invert	H	Invert H	Terrestrial	0.00425	-2.37161106994969	49.56	9.75	0.54	5.93	267.2	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Eumerus	strigatus	Eumerus strigatus	Invert	H	Invert H	Terrestrial	0.00333	-2.47755576649368	NA	NA	0.81	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Metasyrphus	NA	Metasyrphus	Invert	H	Invert H	Terrestrial	0.00314	-2.50307035192679	48.04	9.5	NA	5.9	214.2	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	NA	Myathropa	florea	Myathropa florea	Invert	H	Invert H	Terrestrial	0.03423	-1.46559310086212	48.18	10.6	0.64	5.28	219	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Platycheirus	fulviventris	Platycheirus fulviventris	Invert	H	Invert H	Terrestrial	0.00114	-2.94309514866353	48.94	10.5	1.18	5.42	121	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Rhingia	campestris	Rhingia campestris	Invert	H	Invert H	Terrestrial	0.00675	-2.17069622716898	NA	NA	0.83	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Syrphus	ribesii	Syrphus ribesii	Invert	H	Invert H	Terrestrial	0.00498	-2.30277065724028	47.22	7.26	0.63	7.59	217.7	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Volucella	pellucens	Volucella pellucens	Invert	H	Invert H	Terrestrial	0.0304	-1.51712641639125	43.58	8.21	0.7	6.2	181.3	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Xylota	florum	Xylota florum	Invert	H	Invert H	Terrestrial	0.00669	-2.17457388223218	42.14	10.4	0.58	4.72	211.4	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Syrphidae	Xylota	caeruleiventris	Xylota caeruleiventris	Invert	H	Invert H	Terrestrial	0.00947	-2.02365002099673	NA	NA	0.38	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Tabanidae	Haematopota	pluvialis	Haematopota pluvialis	Invert	C	Invert C	Terrestrial	0.00363	-2.44009337496389	NA	NA	1.14	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Tachinidae	Eriothrix	rufomaculatus	Eriothrix rufomaculatus	Invert	H	Invert H	Terrestrial	0.00506	-2.2958494831602	45.39	10.6	0.76	4.98	174.3	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Tachinidae	Mintho	rufiventris	Mintho rufiventris	Invert	H	Invert H	Terrestrial	0.00404	-2.39361863488939	NA	NA	0.42	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Tephritidae	Tephritis	dilacerata	Tephritis dilacerata	Invert	H	Invert H	Terrestrial	0.00088	-3.05551732784983	52.03	11.2	0.71	5.4	212.9	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Brachycera	Tephritidae	Urophora	stylata	Urophora stylata	Invert	H	Invert H	Terrestrial	0.00141	-2.85078088734462	NA	NA	1.12	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	NA	Thereva	latistratia	Thereva latistratia	Invert	H	Invert H	Terrestrial	0.0048	-2.31875876262441	45.97	9.32	0.58	5.75	231.7	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	NA	Thereva	annulata	Thereva annulata	Invert	H	Invert H	Terrestrial	0.00698	-2.15614457737684	41.81	9.16	0.43	5.33	283.4	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	NA	Nephrotoma	maculata	Nephrotoma maculata	Invert	D	Invert D	Terrestrial	0.00515	-2.28819277095881	NA	NA	0.75	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Nematocera	Tipulidae	Tipula	luna	Tipula luna	Invert	D	Invert D	Terrestrial	0.03053	-1.51527319570134	47.41	12.4	0.66	4.46	210.5	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Nematocera	Tipulidae	Tipula	lateralis	Tipula lateralis	Invert	D	Invert D	Terrestrial	0.00518	-2.28567024025477	NA	NA	0.61	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	Insecta	Pterygota	NA	Diptera	Nematocera	Tipulidae	Tipula	vittata	Tipula vittata	Invert	D	Invert D	Terrestrial	0.01295	-1.88773023158273	NA	NA	0.72	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	NA	Ula	macroptera	Ula macroptera	Invert	D	Invert D	Terrestrial	0.00101	-2.99567862621736	NA	NA	0.96	NA	NA	NA	Field	Whole body	No	JS
Hamback_2009	NA	10.1111/j.1600-0706.2008.17177.x	NA	NA	NA	NA	NA	NA	Ortalis	urticae	Ortalis urticae	Invert	H	Invert H	Terrestrial	0.00327	-2.48545224733971	NA	NA	0.71	NA	NA	NA	Field	Whole body	No	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Coleoptera	Polyphaga	Mordellidae	Mordellistena	NA	Mordellistena	Invert	H	Invert H	Terrestrial	NA	NA	NA	9.7	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Hemiptera	Heteroptera	Miridae	Lygus	lineolaris	Lygus lineolaris	Invert	H	Invert H	Terrestrial	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	NA	NA	NA	NA	NA	Psyllidae	NA	NA	NA	Invert	H	Invert H	Terrestrial	NA	NA	NA	10.6	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Lepidoptera	Glossata	Erebidae	Hyphantria	cunea	Hyphantria cunea	Invert	H	Invert H	Terrestrial	NA	NA	NA	7.9	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Lepidoptera	Glossata	Lymantriidae	Lymantria	dispar	Lymantria dispar	Invert	H	Invert H	Terrestrial	NA	NA	NA	9.5	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Lepidoptera	Glossata	Lymantriidae	Lymantria	monacha	Lymantria monacha	Invert	H	Invert H	Terrestrial	NA	NA	NA	9.3	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Lepidoptera	Glossata	Saturniidae	Callosamia	promethea	Callosamia promethea	Invert	H	Invert H	Terrestrial	NA	NA	NA	8.8	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Lepidoptera	Glossata	Saturniidae	Hyalophora	cecropia	Hyalophora cecropia	Invert	H	Invert H	Terrestrial	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Lepidoptera	Glossata	Sphingidae	Manduca	sexta	Manduca sexta	Invert	H	Invert H	Terrestrial	NA	NA	NA	9.5	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Lepidoptera	Glossata	Sphingidae	Sphinx	NA	Sphinx	Invert	H	Invert H	Terrestrial	NA	NA	NA	8.2	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Encoptolophus	sordidus	Encoptolophus sordidus	Invert	H	Invert H	Terrestrial	NA	NA	NA	11.3	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Melanoplus	angustipennis	Melanoplus angustipennis	Invert	H	Invert H	Terrestrial	NA	NA	NA	11.8	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Melanoplus	dawsoni	Melanoplus dawsoni	Invert	H	Invert H	Terrestrial	NA	NA	NA	12.6	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Melanoplus	femurrubrum	Melanoplus femurrubrum	Invert	H	Invert H	Terrestrial	NA	NA	NA	11.4	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Melanoplus	packardii	Melanoplus packardii	Invert	H	Invert H	Terrestrial	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Melanoplus	NA	Melanoplus	Invert	H	Invert H	Terrestrial	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Nomadacris	septemfasciata	Nomadacris septemfasciata	Invert	H	Invert H	Terrestrial	NA	NA	NA	7.4	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Orphulella	pelidna	Orphulella pelidna	Invert	H	Invert H	Terrestrial	NA	NA	NA	12.054	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Pardalophora	apiculata	Pardalophora apiculata	Invert	H	Invert H	Terrestrial	NA	NA	NA	11.6	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	Insecta	Pterygota	NA	Coleoptera	Adephaga	Carabidae	Pasimachus	NA	Pasimachus	Invert	C	Invert C	Terrestrial	NA	NA	NA	10.74	NA	NA	NA	NA	NA	NA	NA	JS
Fagan_2002	NA	10.1086/343879	NA	NA	NA	NA	NA	Vespidae	NA	NA	NA	Invert	C	Invert C	Terrestrial	NA	NA	NA	12.3	NA	NA	NA	NA	NA	NA	NA	JS
Guo_2018	NA	10.4194/1303-2712-v18_2_03	Actinopteri	Neopterygii	NA	Cypriniformes	Cyprinoidei	Cyprinidae	Ctenopharyngodon	idella	Ctenopharyngodon idella	Fish	H	Fish H	Freshwater	118.73546934067	2.07458047327552	43.93	9.05	1.93	5.66316758747698	58.8009499136442	10.3830495928942	Aquaculture	Whole body	No	JS
Guo_2018	NA	10.4194/1303-2712-v18_2_03	Actinopteri	Neopterygii	NA	Cypriniformes	Cyprinoidei	Cyprinidae	Ctenopharyngodon	idella	Ctenopharyngodon idella	Fish	H	Fish H	Freshwater	160.011981519	2.20415250336071	45.01	9.06	1.97	5.79598969830758	59.0232656514382	10.183466279913	Aquaculture	Whole body	No	JS
Guo_2018	NA	10.4194/1303-2712-v18_2_03	Actinopteri	Neopterygii	NA	Cypriniformes	Cyprinoidei	Cyprinidae	Ctenopharyngodon	idella	Ctenopharyngodon idella	Fish	H	Fish H	Freshwater	242.87751092033	2.3853873034615	47.51	9.97	2.03	5.55951186894015	60.4601806239737	10.875087966221	Aquaculture	Whole body	No	JS
Guo_2018	NA	10.4194/1303-2712-v18_2_03	Actinopteri	Neopterygii	NA	Cypriniformes	Cyprinoidei	Cyprinidae	Ctenopharyngodon	idella	Ctenopharyngodon idella	Fish	H	Fish H	Freshwater	316.734436252	2.50069528364722	48.02	9.45	2.06	5.9283950617284	60.2192556634304	10.1577669902913	Aquaculture	Whole body	No	JS
Guo_2018	NA	10.4194/1303-2712-v18_2_03	Actinopteri	Neopterygii	NA	Cypriniformes	Cyprinoidei	Cyprinidae	Ctenopharyngodon	idella	Ctenopharyngodon idella	Fish	H	Fish H	Freshwater	507.36956248667	2.70532440998745	50.39	8.69	2.05	6.765055619486	63.499593495935	9.38641114982578	Aquaculture	Whole body	No	JS
Guo_2018	NA	10.4194/1303-2712-v18_2_03	Actinopteri	Neopterygii	NA	Cypriniformes	Cyprinoidei	Cyprinidae	Ctenopharyngodon	idella	Ctenopharyngodon idella	Fish	H	Fish H	Freshwater	588.27782345033	2.76958247691935	50.26	10.2	2.03	5.74869281045752	63.9597701149425	11.1259676284307	Aquaculture	Whole body	No	JS
Guo_2018	NA	10.4194/1303-2712-v18_2_03	Actinopteri	Neopterygii	NA	Cypriniformes	Cyprinoidei	Cyprinidae	Cyprinus	carpio	Cyprinus carpio	Fish	O	Fish O	Freshwater	87.56485338133	1.94232982482732	44.51	10.23	1.67	5.07608341479309	68.8527944111776	13.5641573994867	Aquaculture	Whole body	No	JS
Guo_2018	NA	10.4194/1303-2712-v18_2_03	Actinopteri	Neopterygii	NA	Cypriniformes	Cyprinoidei	Cyprinidae	Cyprinus	carpio	Cyprinus carpio	Fish	O	Fish O	Freshwater	102.99273400767	2.01280658692184	45.94	9.46	1.71	5.66560958421423	69.4025341130604	12.249791144528	Aquaculture	Whole body	No	JS
Guo_2018	NA	10.4194/1303-2712-v18_2_03	Actinopteri	Neopterygii	NA	Cypriniformes	Cyprinoidei	Cyprinidae	Cyprinus	carpio	Cyprinus carpio	Fish	O	Fish O	Freshwater	199.486302951	2.29991308169188	46.89	9.29	1.82	5.88858988159311	66.5563186813187	11.302590266876	Aquaculture	Whole body	No	JS
Guo_2018	NA	10.4194/1303-2712-v18_2_03	Actinopteri	Neopterygii	NA	Cypriniformes	Cyprinoidei	Cyprinidae	Cyprinus	carpio	Cyprinus carpio	Fish	O	Fish O	Freshwater	232.381570811	2.3662016830451	48.61	8.52	1.92	6.65629890453834	65.4040798611111	9.82589285714286	Aquaculture	Whole body	No	JS
